alpha;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;50.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
scaling;scaling;scaling;scaling;scaling;scaling;scaling;noScaling;noScaling;noScaling;noScaling;noScaling;noScaling;scaling;scaling;scaling;scaling;scaling;scaling;noScaling;noScaling;noScaling;noScaling;noScaling;noScaling;scaling;scaling;scaling;scaling;scaling;scaling;noScaling;noScaling;noScaling;noScaling;noScaling;noScaling;scaling;scaling;scaling;scaling;scaling;scaling;noScaling;noScaling;noScaling;noScaling;noScaling;noScaling;scaling;scaling;scaling;scaling;scaling;scaling;noScaling;noScaling;noScaling;noScaling;noScaling;noScaling;scaling;scaling;scaling;scaling;scaling;scaling;noScaling;noScaling;noScaling;noScaling;noScaling;noScaling;scaling;scaling;scaling;scaling;scaling;scaling;noScaling;noScaling;noScaling;noScaling;noScaling;noScaling;scaling;scaling;scaling;scaling;scaling;scaling;noScaling;noScaling;noScaling;noScaling;noScaling;noScaling
validation method;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation;holdout;holdout;holdout;cross-validation;cross-validation;cross-validation
classifier;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform;Classifier;Baseline stratified;Baseline uniform
fit time MEAN;0,0625;0,0;0,0;0,5857811450958252;0,004398918151855469;0,004802179336547851;0,015625;0,0;0,0;0,029999399185180665;0,002205181121826172;0,001596689224243164;0,0;0,0;0,0;0,018803501129150392;0,006008672714233399;0,005402517318725586;0,015625;0,0;0,0;0,02760457992553711;0,001999521255493164;0,0014026165008544922;0,0;0,0;0,0;0,021783924102783202;0,0054050922393798825;0,006804513931274414;0,0;0,0;0,0;0,01900448799133301;0,001002359390258789;0,0012006759643554688;0,0;0,0;0,0;0,026998043060302734;0,004404830932617188;0,006392097473144532;0,015625;0,0;0,0;0,019600963592529295;0,0010000228881835937;0,001201486587524414;0,0;0,0;0,0;0,026383638381958008;0,006598901748657226;0,004601097106933594;0,0;0,0;0,0;0,021803998947143556;0,0016032695770263673;0,0018012523651123047;0,0;0,0;0,0;0,02059488296508789;0,005800056457519531;0,005806112289428711;0,0;0,0;0,0;0,02619595527648926;0,0009922504425048829;0,0012009620666503906;0,0625;0,0;0,0;0,025798940658569337;0,004009771347045899;0,004202556610107422;0,015625;0,0;0,0;0,02639350891113281;0,0015942573547363282;0,0026029109954833984;0,0625;0,0;0,0;0,019785165786743164;0,005598592758178711;0,006124448776245117;0,015625;0,0;0,0;0,021205425262451172;0,0016028404235839844;0,0016053676605224609
fit time SD;0,0;0,0;0,0;0,012837067867238141;0,00048815072166445635;0,0007529240820188769;0,0;0,0;0,0;0,01216953520861256;0,00031354062483124285;0,0004843502393152906;0,0;0,0;0,0;0,0011624450199508446;0,0011036705250506847;0,0004868510514350805;0,0;0,0;0,0;0,0016310447976431153;1,5047669202467773e-05;0,0008076678708580667;0,0;0,0;0,0;0,0021389175474845726;0,0004935331758788382;0,000748839872537547;0,0;0,0;0,0;0,001265571610657846;6,52309049626375e-06;0,00040116511611586626;0,0;0,0;0,0;0,0006402091938327857;0,0004906277693071472;0,0008031799656665409;0,0;0,0;0,0;0,0007998296637623143;5,2789125454323e-06;0,0003994489265350122;0,0;0,0;0,0;0,0010285915892105021;0,000486815882863246;0,0004903576101241665;0,0;0,0;0,0;0,0007515123287938308;0,0004878481465905798;0,0007486521967804909;0,0;0,0;0,0;0,0013529461648380398;0,0007455295581461788;0,000404014238925222;0,0;0,0;0,0;0,0014731324343122227;1,3725457553456478e-05;0,000748449220670295;0,0;0,0;0,0;0,000994277564986822;0,0008897557823095948;0,0007464349444781355;0,0;0,0;0,0;0,0010171275774794393;0,0004950375252515537;0,0007970579016882985;0,0;0,0;0,0;0,001732298213424201;0,0004947978932745776;0,0008373907760463765;0,0;0,0;0,0;0,0007523497937876729;0,0004919457668495194;0,0004931855429412734
score time MEAN;0,84375;0,328125;0,328125;0,009166574478149414;0,008800840377807618;0,007196569442749023;1,203125;0,265625;0,265625;0,008406877517700195;0,010963869094848634;0,01002044677734375;0,953125;0,296875;0,296875;0,00800166130065918;0,011391067504882812;0,008199834823608398;0,953125;0,359375;0,296875;0,00899362564086914;0,010596132278442383;0,010403156280517578;0,953125;0,328125;0,28125;0,008008146286010742;0,011807060241699219;0,008393096923828124;0,90625;0,328125;0,28125;0,007194948196411133;0,008402347564697266;0,008394336700439453;0,953125;0,296875;0,296875;0,01059727668762207;0,008199691772460938;0,011015367507934571;0,9375;0,359375;0,3125;0,011004924774169922;0,008600234985351562;0,0075909137725830075;0,96875;0,3125;0,328125;0,006998872756958008;0,010401439666748048;0,007746171951293945;1,0;0,40625;0,375;0,007997941970825196;0,011533355712890625;0,01051015853881836;0,9375;0,3125;0,28125;0,007800769805908203;0,00999903678894043;0,009792327880859375;0,96875;0,375;0,3125;0,011201095581054688;0,009199428558349609;0,008201265335083007;0,828125;0,3125;0,296875;0,01060175895690918;0,007595634460449219;0,007603120803833008;0,921875;0,328125;0,296875;0,010797786712646484;0,007998895645141602;0,009393644332885743;0,859375;0,28125;0,25;0,006602191925048828;0,01140141487121582;0,010489177703857423;0,953125;0,390625;0,390625;0,01719660758972168;0,008794593811035156;0,007616710662841797
score time SD;0,0;0,0;0,0;0,0014768688311753426;0,0004005938906626406;0,0007484263629317791;0,0;0,0;0,0;0,0020604750196504657;0,0014628235864845367;0,0006496659177928131;0,0;0,0;0,0;0,0006346326683600779;0,0010224190923364578;0,0007465120258259022;0,0;0,0;0,0;0,001677650421101706;0,0008023049192916896;0,0010289423522130922;0,0;0,0;0,0;0,0011021706702112229;0,0003944329585398082;0,0012021637516683845;0,0;0,0;0,0;0,0004024133676363414;0,0004849498836491404;0,0016328264952942054;0,0;0,0;0,0;0,0004911016567805811;0,001167009891301279;0,0015492957295251528;0,0;0,0;0,0;0,0006338224545026598;0,0004902848843067106;0,0004914853046191945;0,0;0,0;0,0;0,0017847024987993263;0,0004969768204605803;0,002011159471010227;0,0;0,0;0,0;5,563690517528955e-06;0,001743030685065391;0,00110148854481471;0,0;0,0;0,0;0,0009811363337867268;0,0006338653576390985;0,00040510304078688204;0,0;0,0;0,0;0,0016009281949399348;0,00146231196112311;0,0007493121820226216;0,0;0,0;0,0;0,0012039905205916935;0,00048514661497276764;0,0004863830032618948;0,0;0,0;0,0;0,00040876024829413437;0,0006273662136450473;0,001738391353589378;0,0;0,0;0,0;0,0007990161165139465;0,001356341935477556;0,0009350524074132546;0,0;0,0;0,0;0,01641552892975512;0,0016020082023010147;0,001194452081826046
accuracy MEAN;0,9452307692307692;0,4898461538461538;0,4806153846153846;0,8621285335354301;0,49446009852216743;0,4985257294429708;0,9452307692307692;0,4898461538461538;0,4806153846153846;0,8374979916635089;0,49446009852216743;0,4985257294429708;0,9452307692307692;0,4898461538461538;0,4806153846153846;0,8374979916635089;0,49446009852216743;0,4985257294429708;0,9452307692307692;0,4898461538461538;0,4806153846153846;0,8374979916635089;0,49446009852216743;0,4985257294429708;0,9452307692307692;0,4898461538461538;0,4806153846153846;0,8374979916635089;0,49446009852216743;0,4985257294429708;0,9446153846153846;0,4898461538461538;0,4806153846153846;0,8355279272451686;0,49446009852216743;0,4985257294429708;0,9452307692307692;0,4898461538461538;0,4806153846153846;0,8374979916635089;0,49446009852216743;0,4985257294429708;0,9009230769230769;0,4898461538461538;0,4806153846153846;0,7927980295566504;0,49446009852216743;0,4985257294429708;0,9446153846153846;0,4898461538461538;0,4806153846153846;0,837374914740432;0,49446009852216743;0,4985257294429708;0,888;0,4898461538461538;0,4806153846153846;0,7862758620689656;0,49446009852216743;0,4985257294429708;0,9446153846153846;0,4898461538461538;0,4806153846153846;0,8352813186813186;0,49446009852216743;0,4985257294429708;0,8867692307692308;0,4898461538461538;0,4806153846153846;0,7833271693823418;0,49446009852216743;0,4985257294429708;0,9446153846153846;0,4898461538461538;0,4806153846153846;0,8350351648351648;0,49446009852216743;0,4985257294429708;0,7495384615384615;0,4898461538461538;0,4806153846153846;0,7063164077302007;0,49446009852216743;0,4985257294429708;0,944;0,4898461538461538;0,4806153846153846;0,8310947328533533;0,49446009852216743;0,4985257294429708;0,5083076923076923;0,4898461538461538;0,4806153846153846;0,5595891625615763;0,49446009852216743;0,4985257294429708
accuracy SD;0,0;0,0;0,0;0,10686425570317538;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,1310961771552416;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,1310961771552416;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,1310961771552416;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,1310961771552416;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,13331717774394047;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,1310961771552416;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,1776944506442049;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,13119512663662086;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,1696726119269953;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,13388642343384113;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,1525978089838828;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,13407764322853435;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,16637799043701085;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,13887427737911212;0,0036222491913592892;0,01151546406606403;0,0;0,0;0,0;0,05487260893134053;0,0036222491913592892;0,01151546406606403
