alpha;0.0;0.0;0.5;0.5;1.0;1.0;5.0;5.0;10.0;10.0;50.0;50.0;100.0;100.0
scaling;scaling;noScaling;scaling;noScaling;scaling;noScaling;scaling;noScaling;scaling;noScaling;scaling;noScaling;scaling;noScaling
MAE;0.0990722395470103;0.09907223954701173;0.09895909249194293;0.10036216565949546;0.09889549183585711;0.10156135761210863;0.098614196526124;0.10815168884767938;0.09841289496360703;0.1160538319648172;0.0979917021571444;0.1466051324149107;0.09819349182400244;0.15860350770016382
MAPE;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf
MSE;0.02030922308507459;0.020309223085074962;0.020210709825360686;0.02126119647487237;0.020168656705292366;0.0216824232177805;0.020122177831354157;0.023910410218106082;0.020148349467191733;0.02617994109638046;0.020344735778567588;0.03661836974404998;0.020500748086958932;0.041583383832310285
RMSE;0.14251043149564382;0.14251043149564513;0.14216437607699295;0.14581219590580333;0.14201639590305187;0.14724952705452232;0.1418526624048846;0.15462991372339985;0.14194488179286963;0.1618021665379684;0.14263497389689384;0.1913592687696365;0.14318082304191065;0.20392004274300818
EV;0.5965803432156103;0.5965803432156032;0.5985770795245462;0.5789680428796191;0.5994355478077165;0.5707849252288762;0.600459695553144;0.5266366699633251;0.6000252036883837;0.48143718873276575;0.5964434952744617;0.27373688609124835;0.5935159786590477;0.17498459399155752
