alpha;0.0;0.0;0.25;0.25;0.5;0.5;0.75;0.75;1.0;1.0
scaling;True;False;True;False;True;False;True;False;True;False
MAE;0.09468701038209636;0.09468701038209622;0.09465733204403866;0.09276024221906412;0.09463104236956714;0.09380445836162125;0.09460210141592088;0.09489147734317324;0.09456971322848369;0.09597280515575089
MSE;0.016807153182580064;0.016807153182579998;0.016801787252644806;0.01704096135380657;0.01679533381166974;0.01744788533269687;0.01678836014546695;0.017796189911724925;0.016781170314957888;0.0181153377986737
RMSE;0.12964240503238153;0.12964240503238128;0.12962170826155936;0.1305410332187032;0.12959681250582417;0.1320904437599362;0.12956990447425262;0.13340236096758154;0.12954215651654827;0.13459323087983918
EV;0.6848595790078806;0.684859579007882;0.6849603393494492;0.6806521187758616;0.6850813226273998;0.673010267227808;0.6852119880898399;0.6664508512288898;0.6853466803634637;0.6604390035843739
