alpha;0.0;0.0;0.1;0.1;0.3;0.3;0.5;0.5;1.0;1.0;1.2;1.2
scaling;scaling;noScaling;scaling;noScaling;scaling;noScaling;scaling;noScaling;scaling;noScaling;scaling;noScaling
MAE;1.5774320303018419;1.5774320303018423;1.5770296684130403;1.5709059572332233;1.5762270326852963;1.6154796259053312;1.5754271640553044;1.6712929745797316;1.5734874624146908;1.8435489876404874;1.5728029940552826;1.9015368941445048
MAPE;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf
MSE;6.112141119449031;6.11214111944903;6.111521415788489;6.1519208482547985;6.110310551433606;6.607072576031019;6.109137124401604;7.1529085664433465;6.106362618839035;8.469058766843865;6.105314617027745;8.942947558868548
RMSE;2.472274483031573;2.4722744830315726;2.4721491491794114;2.4803066036792303;2.4719042358945877;2.5704226454089256;2.4716668716478774;2.674492207213053;2.4711055458719353;2.9101647319084645;2.4708934855690856;2.9904761425011483
EV;0.7078342703000325;0.7078342703000327;0.7078639922299963;0.7062495409599157;0.7079221058917647;0.6854277887815298;0.7079784749028732;0.6600830575927467;0.7081119852427715;0.5981574957576374;0.708162509673383;0.5756738316712677
